CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,Segment,ClusterSegment
15578,161,1,127.1,1,1,1,111,Lost Customers,General Customers
15579,67,2,327.6,2,2,2,222,Lost Customers,General Customers
15581,119,13,3675.77,2,4,4,244,Loyal Customers,General Customers
15582,23,3,682.9100000000001,3,3,3,333,Champions,General Customers
15584,22,4,720.86,3,3,3,333,Champions,General Customers
15585,175,1,455.3,1,1,2,112,Lost Customers,General Customers
15587,49,4,913.6800000000001,3,3,3,333,Champions,General Customers
15589,254,3,478.53000000000003,1,3,2,132,At Risk,General Customers
15592,45,1,388.58,3,1,2,312,Lost Customers,General Customers
15593,69,1,199.8,2,1,1,211,Lost Customers,General Customers
15594,14,5,1771.78,4,4,4,444,Champions,General Customers
15596,99,5,1406.59,2,4,3,243,Loyal Customers,General Customers
15597,34,1,324.57,3,1,2,312,Lost Customers,General Customers
15598,52,1,240.68,2,1,1,211,Lost Customers,General Customers
15599,25,2,761.74,3,2,3,323,Potential Loyalists,General Customers
15601,10,14,6776.56,4,4,4,444,Champions,Champions
15602,7,9,1297.8700000000001,4,4,3,443,Champions,General Customers
15603,77,1,48.480000000000004,2,1,1,211,Lost Customers,General Customers
15604,51,1,216.39,2,1,1,211,Lost Customers,General Customers
15605,35,5,1198.23,3,4,3,343,Champions,General Customers
15606,60,9,2920.16,2,4,4,244,Loyal Customers,General Customers
15607,335,1,104.76,1,1,1,111,Lost Customers,General Customers
15608,27,4,1093.68,3,3,3,333,Champions,General Customers
15609,183,1,298.48,1,1,1,111,Lost Customers,General Customers
15610,50,1,112.46000000000001,2,1,1,211,Lost Customers,General Customers
15611,8,13,1591.45,4,4,3,443,Champions,General Customers
15612,35,2,195.15,3,2,1,321,Potential Loyalists,General Customers
15615,9,23,10399.74,4,4,4,444,Champions,Champions
15618,31,4,776.851,3,3,3,333,Champions,General Customers
15619,9,1,336.40000000000003,4,1,2,412,Lost Customers,General Customers
15620,55,3,1553.18,2,3,3,233,Loyal Customers,General Customers
15621,3,4,1293.03,4,3,3,433,Champions,General Customers
15622,42,9,3709.56,3,4,4,344,Champions,General Customers
15623,140,1,301.03,2,1,1,211,Lost Customers,General Customers
15624,115,4,588.13,2,3,2,232,Lost Customers,General Customers
15625,102,4,1534.26,2,3,3,233,Loyal Customers,General Customers
15626,73,2,675.8,2,2,3,223,Lost Customers,General Customers
15628,3,9,2870.2400000000002,4,4,4,444,Champions,General Customers
15630,44,2,1186.35,3,2,3,323,Potential Loyalists,General Customers
15632,14,8,3285.31,4,4,4,444,Champions,General Customers
15634,16,1,243.55,4,1,1,411,Lost Customers,General Customers
15636,88,2,724.76,2,2,3,223,Lost Customers,General Customers
15637,51,1,223.36,2,1,1,211,Lost Customers,General Customers
15639,133,1,425.32,2,1,2,212,Lost Customers,General Customers
15640,3,15,12416.11,4,4,4,444,Champions,Champions
15641,104,4,1887.2,2,3,4,234,Loyal Customers,General Customers
15643,190,3,664.0,1,3,2,132,At Risk,General Customers
15644,165,4,803.54,1,3,3,133,At Risk,General Customers
15645,17,1,612.01,3,1,2,312,Lost Customers,General Customers
15646,156,3,447.64000000000004,1,3,2,132,At Risk,General Customers
15648,203,2,639.5,1,2,2,122,At Risk,General Customers
15649,335,2,816.0,1,2,3,123,At Risk,General Customers
15651,35,3,646.3,3,3,2,332,Potential Loyalists,General Customers
15652,90,1,337.74,2,1,2,212,Lost Customers,General Customers
15653,91,2,877.4399999999999,2,2,3,223,Lost Customers,General Customers
15654,8,2,922.53,4,2,3,423,Potential Loyalists,General Customers
15655,242,1,560.67,1,1,2,112,Lost Customers,General Customers
15656,44,4,748.5,3,3,3,333,Champions,General Customers
15657,21,1,30.0,3,1,1,311,Lost Customers,General Customers
15658,189,5,1024.1000000000001,1,4,3,143,At Risk,General Customers
15659,42,1,306.45,3,1,1,311,Lost Customers,General Customers
15660,24,9,1600.86,3,4,3,343,Champions,General Customers
15661,316,2,309.8,1,2,2,122,At Risk,General Customers
15663,105,1,138.14,2,1,1,211,Lost Customers,General Customers
15664,49,1,386.43,3,1,2,312,Lost Customers,General Customers
15665,167,2,2222.21,1,2,4,124,At Risk,General Customers
15667,38,1,301.32,3,1,1,311,Lost Customers,General Customers
15668,216,1,76.32000000000001,1,1,1,111,Lost Customers,General Customers
15669,39,4,684.34,3,3,3,333,Champions,General Customers
15670,295,1,173.05,1,1,1,111,Lost Customers,General Customers
15671,17,7,2657.13,3,4,4,344,Champions,General Customers
15673,87,4,2726.23,2,3,4,234,Loyal Customers,General Customers
15674,72,5,2446.6,2,4,4,244,Loyal Customers,General Customers
15675,80,3,323.69,2,3,2,232,Lost Customers,General Customers
15676,17,3,3435.76,3,3,4,334,Champions,General Customers
15677,48,1,657.23,3,1,2,312,Lost Customers,General Customers
15678,51,1,352.7,2,1,2,212,Lost Customers,General Customers
15679,23,4,781.28,3,3,3,333,Champions,General Customers
15680,8,3,1333.68,4,3,3,433,Champions,General Customers
15681,24,5,1426.16,3,4,3,343,Champions,General Customers
15683,116,1,193.75,2,1,1,211,Lost Customers,General Customers
15687,7,9,2993.1,4,4,4,444,Champions,General Customers
15689,118,2,254.1,2,2,1,221,Lost Customers,General Customers
15690,3,2,239.76,4,2,1,421,Potential Loyalists,General Customers
15691,251,1,136.8,1,1,1,111,Lost Customers,General Customers
15692,27,1,191.04,3,1,1,311,Lost Customers,General Customers
15694,-1,14,6479.4,4,4,4,444,Champions,Champions
15695,265,2,409.98,1,2,2,122,At Risk,General Customers
15696,32,8,2711.11,3,4,4,344,Champions,General Customers
15699,16,1,309.65,4,1,2,412,Lost Customers,General Customers
15700,171,2,696.68,1,2,3,123,At Risk,General Customers
15701,1,4,1529.0,4,3,3,433,Champions,General Customers
15703,263,1,211.5,1,1,1,111,Lost Customers,General Customers
15704,139,4,2293.62,2,3,4,234,Loyal Customers,General Customers
15705,200,1,143.1,1,1,1,111,Lost Customers,General Customers
15706,62,4,1060.56,2,3,3,233,Loyal Customers,General Customers
15707,34,4,916.98,3,3,3,333,Champions,General Customers
15708,39,7,3235.25,3,4,4,344,Champions,General Customers
15709,282,1,133.25,1,1,1,111,Lost Customers,General Customers
15712,8,5,1072.3600000000001,4,4,3,443,Champions,General Customers
15713,142,2,356.7,1,2,2,122,At Risk,General Customers
15714,10,2,330.03000000000003,4,2,2,422,Potential Loyalists,General Customers
15716,144,4,1101.1100000000001,1,3,3,133,At Risk,General Customers
15717,233,1,150.3,1,1,1,111,Lost Customers,General Customers
15719,31,13,5030.07,3,4,4,344,Champions,Champions
15720,23,1,598.73,3,1,2,312,Lost Customers,General Customers
15721,10,1,471.40000000000003,4,1,2,412,Lost Customers,General Customers
15722,34,5,2211.21,3,4,4,344,Champions,General Customers
15723,363,1,190.7,1,1,1,111,Lost Customers,General Customers
15724,200,2,218.25,1,2,1,121,At Risk,General Customers
15725,14,1,415.25,4,1,2,412,Lost Customers,General Customers
15727,15,7,5159.06,4,4,4,444,Champions,General Customers
15729,211,1,85.0,1,1,1,111,Lost Customers,General Customers
15730,64,3,1120.88,2,3,3,233,Loyal Customers,General Customers
15732,211,2,294.12,1,2,1,121,At Risk,General Customers
15733,281,1,162.3,1,1,1,111,Lost Customers,General Customers
15734,113,2,1339.45,2,2,3,223,Lost Customers,General Customers
15737,13,8,1188.1200000000001,4,4,3,443,Champions,General Customers
15738,17,16,4812.42,3,4,4,344,Champions,Champions
15739,65,1,449.12,2,1,2,212,Lost Customers,General Customers
15740,48,1,154.88,3,1,1,311,Lost Customers,General Customers
15743,15,4,775.96,4,3,3,433,Champions,General Customers
15744,76,1,34.8,2,1,1,211,Lost Customers,General Customers
15745,18,4,1094.59,3,3,3,333,Champions,General Customers
15746,133,1,196.88,2,1,1,211,Lost Customers,General Customers
15747,11,3,946.64,4,3,3,433,Champions,General Customers
15748,39,1,144.36,3,1,1,311,Lost Customers,General Customers
15749,234,3,44534.3,1,3,4,134,At Risk,Champions
15750,1,8,2463.05,4,4,4,444,Champions,General Customers
15752,38,7,2626.6,3,4,4,344,Champions,General Customers
15753,303,1,79.2,1,1,1,111,Lost Customers,General Customers
15754,50,3,458.57,2,3,2,232,Lost Customers,General Customers
15755,9,6,2364.25,4,4,4,444,Champions,General Customers
15756,60,4,528.01,2,3,2,232,Lost Customers,General Customers
15757,64,2,714.42,2,2,3,223,Lost Customers,General Customers
15758,23,1,205.25,3,1,1,311,Lost Customers,General Customers
15759,217,3,253.04,1,3,1,131,At Risk,General Customers
15762,64,2,583.75,2,2,2,222,Lost Customers,General Customers
15763,30,2,1086.92,3,2,3,323,Potential Loyalists,General Customers
15764,87,6,3279.97,2,4,4,244,Loyal Customers,General Customers
15766,63,1,315.06,2,1,2,212,Lost Customers,General Customers
15768,114,3,621.8299999999999,2,3,2,232,Lost Customers,General Customers
15769,6,26,56252.72,4,4,4,444,Champions,Champions
15773,4,1,635.6800000000001,4,1,2,412,Lost Customers,General Customers
15774,67,1,270.8,2,1,1,211,Lost Customers,General Customers
15775,244,1,104.9,1,1,1,111,Lost Customers,General Customers
15776,132,1,241.62,2,1,1,211,Lost Customers,General Customers
15777,240,4,1047.11,1,3,3,133,At Risk,General Customers
15780,182,3,475.28000000000003,1,3,2,132,At Risk,General Customers
15781,24,3,345.46,3,3,2,332,Potential Loyalists,General Customers
15782,8,3,2614.7400000000002,4,3,4,434,Champions,General Customers
15783,9,1,246.3,4,1,1,411,Lost Customers,General Customers
15785,31,5,2328.9700000000003,3,4,4,344,Champions,General Customers
15786,45,3,4919.0,3,3,4,334,Champions,General Customers
15787,25,3,933.26,3,3,3,333,Champions,General Customers
15789,357,1,351.3,1,1,2,112,Lost Customers,General Customers
15790,9,1,218.75,4,1,1,411,Lost Customers,General Customers
15791,42,2,1612.69,3,2,3,323,Potential Loyalists,General Customers
15793,13,3,965.61,4,3,3,433,Champions,General Customers
15795,148,1,610.01,1,1,2,112,Lost Customers,General Customers
15796,0,8,2708.61,4,4,4,444,Champions,General Customers
15797,112,4,2207.4,2,3,4,234,Loyal Customers,General Customers
15799,74,3,884.14,2,3,3,233,Loyal Customers,General Customers
15800,106,2,696.89,2,2,3,223,Lost Customers,General Customers
15801,45,3,1063.95,3,3,3,333,Champions,General Customers
15802,141,1,451.42,1,1,2,112,Lost Customers,General Customers
15803,50,1,415.82000000000005,2,1,2,212,Lost Customers,General Customers
15804,-1,13,4206.39,4,4,4,444,Champions,Champions
15805,22,17,5488.18,3,4,4,344,Champions,Champions
15806,45,3,784.58,3,3,3,333,Champions,General Customers
15807,49,3,903.9,3,3,3,333,Champions,General Customers
15808,305,4,3651.27,1,3,4,134,At Risk,General Customers
15809,35,5,515.77,3,4,2,342,Potential Loyalists,General Customers
15810,77,4,1391.98,2,3,3,233,Loyal Customers,General Customers
15811,21,6,2218.62,3,4,4,344,Champions,General Customers
15812,106,5,1801.14,2,4,4,244,Loyal Customers,General Customers
15813,206,2,1303.9099999999999,1,2,3,123,At Risk,General Customers
15814,15,4,1945.33,4,3,4,434,Champions,General Customers
15815,62,5,2100.6,2,4,4,244,Loyal Customers,General Customers
15819,48,4,1905.45,3,3,4,334,Champions,General Customers
15820,318,1,206.98,1,1,1,111,Lost Customers,General Customers
15821,43,2,570.96,3,2,2,322,Potential Loyalists,General Customers
15822,2,2,885.47,4,2,3,423,Potential Loyalists,General Customers
15823,371,1,15.0,1,1,1,111,Lost Customers,General Customers
15825,171,1,532.94,1,1,2,112,Lost Customers,General Customers
15826,55,3,1654.31,2,3,3,233,Loyal Customers,General Customers
15827,72,14,1836.0900000000001,2,4,4,244,Loyal Customers,General Customers
15829,98,2,636.14,2,2,2,222,Lost Customers,General Customers
15830,36,1,576.0,3,1,2,312,Lost Customers,General Customers
15831,57,3,794.64,2,3,3,233,Loyal Customers,General Customers
15832,253,1,836.79,1,1,3,113,Lost Customers,General Customers
15834,69,4,2225.15,2,3,4,234,Loyal Customers,General Customers
15835,43,4,954.09,3,3,3,333,Champions,General Customers
15836,49,1,137.37,3,1,1,311,Lost Customers,General Customers
15837,63,1,391.98,2,1,2,212,Lost Customers,General Customers
15838,10,19,33643.08,4,4,4,444,Champions,Champions
15839,32,3,1048.49,3,3,3,333,Champions,General Customers
15840,57,2,355.56,2,2,2,222,Lost Customers,General Customers
15841,71,4,1224.06,2,3,3,233,Loyal Customers,General Customers
15843,302,1,118.95000000000002,1,1,1,111,Lost Customers,General Customers
15844,45,1,130.73999999999998,3,1,1,311,Lost Customers,General Customers
15845,16,8,3711.77,4,4,4,444,Champions,General Customers
15847,37,2,389.27,3,2,2,322,Potential Loyalists,General Customers
15850,18,2,234.88,3,2,1,321,Potential Loyalists,General Customers
15852,185,2,160.71,1,2,1,121,At Risk,General Customers
15853,50,1,110.8,2,1,1,211,Lost Customers,General Customers
15854,3,12,2969.12,4,4,4,444,Champions,General Customers
15855,135,5,712.24,2,4,3,243,Loyal Customers,General Customers
15856,3,27,16143.64,4,4,4,444,Champions,Champions
15857,17,1,297.0,3,1,1,311,Lost Customers,General Customers
15858,14,5,1427.57,4,4,3,443,Champions,General Customers
15860,39,8,965.16,3,4,3,343,Champions,General Customers
15861,11,8,3146.92,4,4,4,444,Champions,General Customers
15862,7,4,832.88,4,3,3,433,Champions,General Customers
15863,24,2,68.84,3,2,1,321,Potential Loyalists,General Customers
15864,21,6,1936.3200000000002,3,4,4,344,Champions,General Customers
15865,39,3,895.13,3,3,3,333,Champions,General Customers
15866,100,1,211.89,2,1,1,211,Lost Customers,General Customers
15867,4,15,3810.14,4,4,4,444,Champions,Champions
15869,276,2,149.64,1,2,1,121,At Risk,General Customers
15870,31,1,351.44,3,1,2,312,Lost Customers,General Customers
15872,13,2,316.25,4,2,2,422,Potential Loyalists,General Customers
15874,62,7,4405.88,2,4,4,244,Loyal Customers,General Customers
15877,0,2,490.33,4,2,2,422,Potential Loyalists,General Customers
15880,368,1,329.03000000000003,1,1,2,112,Lost Customers,General Customers
15881,311,5,501.39000000000004,1,4,2,142,At Risk,General Customers
15882,197,4,516.36,1,3,2,132,At Risk,General Customers
15883,1,2,396.48,4,2,2,422,Potential Loyalists,General Customers
15885,91,3,379.35,2,3,2,232,Lost Customers,General Customers
15886,59,1,181.09,2,1,1,211,Lost Customers,General Customers
15888,79,1,168.31,2,1,1,211,Lost Customers,General Customers
15889,155,2,420.07,1,2,2,122,At Risk,General Customers
15891,225,1,511.68,1,1,2,112,Lost Customers,General Customers
15894,252,2,258.25,1,2,1,121,At Risk,General Customers
15895,148,1,179.17,1,1,1,111,Lost Customers,General Customers
15897,193,2,208.59,1,2,1,121,At Risk,General Customers
15898,0,5,1383.83,4,4,3,443,Champions,General Customers
15899,367,1,56.25,1,1,1,111,Lost Customers,General Customers
15900,22,1,337.28,3,1,2,312,Lost Customers,General Customers
15901,15,3,351.73,4,3,2,432,Potential Loyalists,General Customers
15903,8,7,5126.76,4,4,4,444,Champions,General Customers
15904,7,1,164.68,4,1,1,411,Lost Customers,General Customers
15906,18,7,1567.69,3,4,3,343,Champions,General Customers
15907,2,3,882.72,4,3,3,433,Champions,General Customers
15909,172,1,191.94,1,1,1,111,Lost Customers,General Customers
15910,-1,8,1228.88,4,4,3,443,Champions,General Customers
15912,177,2,264.62,1,2,1,121,At Risk,General Customers
15916,15,8,1502.8600000000001,4,4,3,443,Champions,General Customers
15917,246,1,123.1,1,1,1,111,Lost Customers,General Customers
15918,189,2,334.23,1,2,2,122,At Risk,General Customers
15919,18,2,525.69,3,2,2,322,Potential Loyalists,General Customers
15920,153,4,167.5,1,3,1,131,At Risk,General Customers
15921,171,1,323.03000000000003,1,1,2,112,Lost Customers,General Customers
15922,372,1,369.5,1,1,2,112,Lost Customers,General Customers
15923,371,1,127.08,1,1,1,111,Lost Customers,General Customers
15925,193,1,207.15,1,1,1,111,Lost Customers,General Customers
15930,66,1,426.63,2,1,2,212,Lost Customers,General Customers
15932,3,8,2495.87,4,4,4,444,Champions,General Customers
15933,20,3,1107.46,3,3,3,333,Champions,General Customers
15935,238,2,416.86,1,2,2,122,At Risk,General Customers
15937,63,1,145.35,2,1,1,211,Lost Customers,General Customers
15938,111,5,404.58,2,4,2,242,Lost Customers,General Customers
15939,88,15,6115.01,2,4,4,244,Loyal Customers,Champions
15940,310,1,35.8,1,1,1,111,Lost Customers,General Customers
15942,132,1,337.44,2,1,2,212,Lost Customers,General Customers
15944,275,1,325.1,1,1,2,112,Lost Customers,General Customers
15945,364,1,181.0,1,1,1,111,Lost Customers,General Customers
15947,81,1,1708.24,2,1,4,214,Lost Customers,General Customers
15948,7,2,955.24,4,2,3,423,Potential Loyalists,General Customers
15949,15,2,364.72,4,2,2,422,Potential Loyalists,General Customers
15950,30,4,1744.71,3,3,4,334,Champions,General Customers
15951,7,2,708.22,4,2,3,423,Potential Loyalists,General Customers
15952,32,4,781.91,3,3,3,333,Champions,General Customers
15953,14,8,1657.28,4,4,3,443,Champions,General Customers
15955,23,14,4416.26,3,4,4,344,Champions,Champions
15957,30,1,428.89,3,1,2,312,Lost Customers,General Customers
15958,73,1,104.35,2,1,1,211,Lost Customers,General Customers
15963,18,2,470.76,3,2,2,322,Potential Loyalists,General Customers
15965,16,4,808.87,4,3,3,433,Champions,General Customers
15967,22,2,397.68,3,2,2,322,Potential Loyalists,General Customers
15969,1,3,666.1,4,3,2,432,Potential Loyalists,General Customers
15970,302,1,314.1,1,1,2,112,Lost Customers,General Customers
15971,16,12,4199.85,4,4,4,444,Champions,Champions
15973,365,1,307.82000000000005,1,1,2,112,Lost Customers,General Customers
15974,38,7,3442.15,3,4,4,344,Champions,General Customers
15975,83,1,371.01,2,1,2,212,Lost Customers,General Customers
15976,164,2,427.64,1,2,2,122,At Risk,General Customers
15977,16,2,1054.73,4,2,3,423,Potential Loyalists,General Customers
15978,76,1,1098.78,2,1,3,213,Lost Customers,General Customers
15980,87,3,2398.86,2,3,4,234,Loyal Customers,General Customers
15981,23,8,3408.48,3,4,4,344,Champions,General Customers
15983,21,4,1465.12,3,3,3,333,Champions,General Customers
15984,1,10,2780.63,4,4,4,444,Champions,General Customers
15985,122,2,1142.42,2,2,3,223,Lost Customers,General Customers
15986,29,1,168.12,3,1,1,311,Lost Customers,General Customers
15987,11,7,1432.77,4,4,3,443,Champions,General Customers
15988,18,1,156.78,3,1,1,311,Lost Customers,General Customers
15990,43,2,792.11,3,2,3,323,Potential Loyalists,General Customers
15992,2,1,41.989999999999995,4,1,1,411,Lost Customers,General Customers
15993,7,7,2777.67,4,4,4,444,Champions,General Customers
15994,53,1,414.27,2,1,2,212,Lost Customers,General Customers
15996,87,6,1032.58,2,4,3,243,Loyal Customers,General Customers
15998,35,5,3080.22,3,4,4,344,Champions,General Customers
16000,1,3,12393.7,4,3,4,434,Champions,Champions
16003,28,5,2735.37,3,4,4,344,Champions,General Customers
16005,11,4,578.71,4,3,2,432,Potential Loyalists,General Customers
16006,210,1,101.4,1,1,1,111,Lost Customers,General Customers
16007,46,4,1693.81,3,3,4,334,Champions,General Customers
16008,22,3,478.78,3,3,2,332,Potential Loyalists,General Customers
16009,21,4,972.11,3,3,3,333,Champions,General Customers
16010,244,3,392.4,1,3,2,132,At Risk,General Customers
16011,7,16,3352.96,4,4,4,444,Champions,Champions
16012,34,3,1415.29,3,3,3,333,Champions,General Customers
16013,2,47,37130.6,4,4,4,444,Champions,Champions
16014,36,3,646.83,3,3,2,332,Potential Loyalists,General Customers
16015,2,3,704.55,4,3,3,433,Champions,General Customers
16016,2,8,1465.51,4,4,3,443,Champions,General Customers
16017,46,1,211.88,3,1,1,311,Lost Customers,General Customers
16018,38,2,408.90000000000003,3,2,2,322,Potential Loyalists,General Customers
16019,45,9,3786.2400000000002,3,4,4,344,Champions,General Customers
16020,15,3,851.01,4,3,3,433,Champions,General Customers
16022,259,1,602.63,1,1,2,112,Lost Customers,General Customers
16023,45,3,719.81,3,3,3,333,Champions,General Customers
16024,11,1,251.03,4,1,1,411,Lost Customers,General Customers
16025,28,1,439.65999999999997,3,1,2,312,Lost Customers,General Customers
16026,42,1,236.09,3,1,1,311,Lost Customers,General Customers
16027,90,6,934.62,2,4,3,243,Loyal Customers,General Customers
16029,37,63,80850.84,3,4,4,344,Champions,Champions
16030,308,1,331.24,1,1,2,112,Lost Customers,General Customers
16031,91,2,547.9,2,2,2,222,Lost Customers,General Customers
16033,4,20,8778.82,4,4,4,444,Champions,Champions
16034,195,3,437.7,1,3,2,132,At Risk,General Customers
16036,86,2,758.92,2,2,3,223,Lost Customers,General Customers
16037,268,3,855.02,1,3,3,133,At Risk,General Customers
16038,6,3,471.78000000000003,4,3,2,432,Potential Loyalists,General Customers
16040,64,3,1313.55,2,3,3,233,Loyal Customers,General Customers
16041,29,3,3166.4,3,3,4,334,Champions,General Customers
16042,21,5,1177.47,3,4,3,343,Champions,General Customers
16043,36,4,773.99,3,3,3,333,Champions,General Customers
16045,118,4,1340.7,2,3,3,233,Loyal Customers,General Customers
16048,372,2,256.44,1,2,1,121,At Risk,General Customers
16049,39,3,1074.81,3,3,3,333,Champions,General Customers
16050,172,1,137.9,1,1,1,111,Lost Customers,General Customers
16052,53,1,362.06,2,1,2,212,Lost Customers,General Customers
16053,31,2,1511.95,3,2,3,323,Potential Loyalists,General Customers
16054,144,1,783.9,1,1,3,113,Lost Customers,General Customers
16055,219,1,134.8,1,1,1,111,Lost Customers,General Customers
16056,44,1,650.75,3,1,2,312,Lost Customers,General Customers
16057,15,7,2263.12,4,4,4,444,Champions,General Customers
16059,64,6,1453.16,2,4,3,243,Loyal Customers,General Customers
16062,8,4,1153.62,4,3,3,433,Champions,General Customers
16063,259,1,335.32,1,1,2,112,Lost Customers,General Customers
16065,364,1,367.14,1,1,2,112,Lost Customers,General Customers
16066,15,5,1521.04,4,4,3,443,Champions,General Customers
16070,21,2,852.15,3,2,3,323,Potential Loyalists,General Customers
16071,43,1,326.24,3,1,2,312,Lost Customers,General Customers
16072,287,1,584.3199999999999,1,1,2,112,Lost Customers,General Customers
16073,296,1,122.39999999999999,1,1,1,111,Lost Customers,General Customers
16076,2,10,2234.73,4,4,4,444,Champions,General Customers
16078,282,1,79.2,1,1,1,111,Lost Customers,General Customers
16079,15,3,1352.0,4,3,3,433,Champions,General Customers
16080,80,2,217.16,2,2,1,221,Lost Customers,General Customers
16081,55,5,2799.42,2,4,4,244,Loyal Customers,General Customers
16083,99,2,1317.62,2,2,3,223,Lost Customers,General Customers
16084,298,1,436.18,1,1,2,112,Lost Customers,General Customers
16085,22,5,981.51,3,4,3,343,Champions,General Customers
16086,58,5,1121.39,2,4,3,243,Loyal Customers,General Customers
16091,153,2,315.06,1,2,2,122,At Risk,General Customers
16092,113,3,817.86,2,3,3,233,Loyal Customers,General Customers
16093,105,1,17.0,2,1,1,211,Lost Customers,General Customers
16094,10,4,1078.23,4,3,3,433,Champions,General Customers
16096,263,1,320.62,1,1,2,112,Lost Customers,General Customers
16097,239,1,185.04999999999998,1,1,1,111,Lost Customers,General Customers
16098,86,7,2005.63,2,4,4,244,Loyal Customers,General Customers
16099,49,3,731.9,3,3,3,333,Champions,General Customers
16101,69,1,1290.7,2,1,3,213,Lost Customers,General Customers
16102,41,3,1842.14,3,3,4,334,Champions,General Customers
16103,6,6,1429.64,4,4,3,443,Champions,General Customers
16104,60,1,298.21,2,1,1,211,Lost Customers,General Customers
16105,247,1,336.96,1,1,2,112,Lost Customers,General Customers
16106,64,1,108.38,2,1,1,211,Lost Customers,General Customers
16107,16,7,3204.1600000000003,4,4,4,444,Champions,General Customers
16108,83,1,842.5,2,1,3,213,Lost Customers,General Customers
16109,217,2,611.88,1,2,2,122,At Risk,General Customers
16110,44,3,1320.95,3,3,3,333,Champions,General Customers
16112,142,4,195.73999999999998,1,3,1,131,At Risk,General Customers
16113,182,1,161.38,1,1,1,111,Lost Customers,General Customers
16114,169,1,135.75000000000003,1,1,1,111,Lost Customers,General Customers
16115,8,8,1660.8799999999999,4,4,4,444,Champions,General Customers
16116,210,1,612.78,1,1,2,112,Lost Customers,General Customers
16117,188,1,232.21,1,1,1,111,Lost Customers,General Customers
16119,7,2,423.36,4,2,2,422,Potential Loyalists,General Customers
16120,58,4,1309.14,2,3,3,233,Loyal Customers,General Customers
16121,56,2,854.66,2,2,3,223,Lost Customers,General Customers
16122,72,4,684.4200000000001,2,3,3,233,Loyal Customers,General Customers
16123,50,1,307.78,2,1,2,212,Lost Customers,General Customers
16124,316,1,249.0,1,1,1,111,Lost Customers,General Customers
16125,366,1,289.35,1,1,1,111,Lost Customers,General Customers
16126,28,4,6287.77,3,3,4,334,Champions,General Customers
16127,38,1,656.25,3,1,2,312,Lost Customers,General Customers
16128,16,5,1880.22,4,4,4,444,Champions,General Customers
16131,50,6,3506.54,2,4,4,244,Loyal Customers,General Customers
16133,2,33,14589.04,4,4,4,444,Champions,Champions
16134,20,2,618.09,3,2,2,322,Potential Loyalists,General Customers
16135,261,1,517.55,1,1,2,112,Lost Customers,General Customers
16136,58,3,709.38,2,3,3,233,Loyal Customers,General Customers
16139,17,3,635.41,3,3,2,332,Potential Loyalists,General Customers
16140,64,2,725.18,2,2,3,223,Lost Customers,General Customers
16141,87,1,620.4,2,1,2,212,Lost Customers,General Customers
16142,248,1,535.34,1,1,2,112,Lost Customers,General Customers
16143,2,6,2424.94,4,4,4,444,Champions,General Customers
16144,245,1,175.2,1,1,1,111,Lost Customers,General Customers
16145,7,11,3799.4900000000002,4,4,4,444,Champions,General Customers
16146,156,3,734.13,1,3,3,133,At Risk,General Customers
16147,132,1,375.0,2,1,2,212,Lost Customers,General Customers
16148,295,1,76.32000000000001,1,1,1,111,Lost Customers,General Customers
16149,3,2,280.52,4,2,1,421,Potential Loyalists,General Customers
16150,41,5,2053.02,3,4,4,344,Champions,General Customers
16152,267,1,1829.04,1,1,4,114,Lost Customers,General Customers
16153,48,5,1824.23,3,4,4,344,Champions,General Customers
16156,7,9,3092.04,4,4,4,444,Champions,General Customers
16157,14,3,656.69,4,3,2,432,Potential Loyalists,General Customers
16159,280,1,348.2,1,1,2,112,Lost Customers,General Customers
16160,64,2,1025.44,2,2,3,223,Lost Customers,General Customers
16161,0,19,5533.67,4,4,4,444,Champions,Champions
16162,251,1,37.4,1,1,1,111,Lost Customers,General Customers
16163,231,2,856.6,1,2,3,123,At Risk,General Customers
16164,16,3,822.48,4,3,3,433,Champions,General Customers
16168,9,27,3787.6,4,4,4,444,Champions,Champions
16169,7,4,1822.97,4,3,4,434,Champions,General Customers
16170,49,6,1885.05,3,4,4,344,Champions,General Customers
16171,58,1,73.2,2,1,1,211,Lost Customers,General Customers
16172,94,5,1140.21,2,4,3,243,Loyal Customers,General Customers
16173,14,6,1418.32,4,4,3,443,Champions,General Customers
16174,125,3,1009.5500000000001,2,3,3,233,Loyal Customers,General Customers
16175,93,4,1037.59,2,3,3,233,Loyal Customers,General Customers
16177,49,1,331.95,3,1,2,312,Lost Customers,General Customers
16178,137,1,197.9,2,1,1,211,Lost Customers,General Customers
16179,59,1,215.83,2,1,1,211,Lost Customers,General Customers
16180,99,8,10254.18,2,4,4,244,Loyal Customers,Champions
16181,72,1,305.54,2,1,1,211,Lost Customers,General Customers
16182,71,4,6617.65,2,3,4,234,Loyal Customers,General Customers
16183,66,1,338.71000000000004,2,1,2,212,Lost Customers,General Customers
16184,63,6,1158.79,2,4,3,243,Loyal Customers,General Customers
16185,15,2,529.41,4,2,2,422,Potential Loyalists,General Customers
16186,21,12,4006.94,3,4,4,344,Champions,Champions
16187,30,15,6911.4400000000005,3,4,4,344,Champions,Champions
16188,43,4,981.86,3,3,3,333,Champions,General Customers
16189,14,2,215.48,4,2,1,421,Potential Loyalists,General Customers
16190,39,1,215.08,3,1,1,311,Lost Customers,General Customers
